month,region,age_band,claimants
February 2016,Wales,Age unknown (clerical claims),45
February 2016,Wales,Aged 16-24,11700
February 2016,Wales,Aged 25-49,24310
February 2016,Wales,Aged 50+,9965
February 2016,Scotland,Age unknown (clerical claims),185
February 2016,Scotland,Aged 16-24,17865
February 2016,Scotland,Aged 25-49,43545
February 2016,Scotland,Aged 50+,18140
March 2016,North East,Age unknown (clerical claims),45
March 2016,North East,Aged 16-24,11920
March 2016,North East,Aged 25-49,27880
March 2016,North East,Aged 50+,12140
March 2016,North West,Age unknown (clerical claims),55
March 2016,North West,Aged 16-24,26365
March 2016,North West,Aged 25-49,60485
March 2016,North West,Aged 50+,22640
March 2016,Yorkshire and The Humber,Age unknown (clerical claims),70
March 2016,Yorkshire and The Humber,Aged 16-24,18215
March 2016,Yorkshire and The Humber,Aged 25-49,43500
March 2016,Yorkshire and The Humber,Aged 50+,16970
March 2016,East Midlands,Age unknown (clerical claims),60
March 2016,East Midlands,Aged 16-24,11290
March 2016,East Midlands,Aged 25-49,25955
March 2016,East Midlands,Aged 50+,10755
March 2016,West Midlands,Age unknown (clerical claims),25
March 2016,West Midlands,Aged 16-24,18595
March 2016,West Midlands,Aged 25-49,46655
March 2016,West Midlands,Aged 50+,17860
March 2016,East,Age unknown (clerical claims),20
March 2016,East,Aged 16-24,10830
March 2016,East,Aged 25-49,26655
March 2016,East,Aged 50+,12245
March 2016,London,Age unknown (clerical claims),305
March 2016,London,Aged 16-24,18485
March 2016,London,Aged 25-49,64465
March 2016,London,Aged 50+,28950
March 2016,South East,Age unknown (clerical claims),90
March 2016,South East,Aged 16-24,12790
March 2016,South East,Aged 25-49,33595
March 2016,South East,Aged 50+,16255
March 2016,South West,Age unknown (clerical claims),50
March 2016,South West,Aged 16-24,9730
March 2016,South West,Aged 25-49,22360
March 2016,South West,Aged 50+,10465
March 2016,Wales,Age unknown (clerical claims),65
March 2016,Wales,Aged 16-24,11700
March 2016,Wales,Aged 25-49,24330
March 2016,Wales,Aged 50+,9905
March 2016,Scotland,Age unknown (clerical claims),205
March 2016,Scotland,Aged 16-24,18240
March 2016,Scotland,Aged 25-49,43920
March 2016,Scotland,Aged 50+,18285
April 2016,North East,Age unknown (clerical claims),50
April 2016,North East,Aged 16-24,11550
April 2016,North East,Aged 25-49,27060
April 2016,North East,Aged 50+,11910
April 2016,North West,Age unknown (clerical claims),50
April 2016,North West,Aged 16-24,25700
April 2016,North West,Aged 25-49,59985
April 2016,North West,Aged 50+,22575
April 2016,Yorkshire and The Humber,Age unknown (clerical claims),60
April 2016,Yorkshire and The Humber,Aged 16-24,17620
April 2016,Yorkshire and The Humber,Aged 25-49,42770
April 2016,Yorkshire and The Humber,Aged 50+,16970
April 2016,East Midlands,Age unknown (clerical claims),65
April 2016,East Midlands,Aged 16-24,10920
April 2016,East Midlands,Aged 25-49,25660
April 2016,East Midlands,Aged 50+,10765
April 2016,West Midlands,Age unknown (clerical claims),20
April 2016,West Midlands,Aged 16-24,18450
April 2016,West Midlands,Aged 25-49,46880
April 2016,West Midlands,Aged 50+,18375
April 2016,East,Age unknown (clerical claims),25
April 2016,East,Aged 16-24,10400
April 2016,East,Aged 25-49,25865
April 2016,East,Aged 50+,11970
April 2016,London,Age unknown (clerical claims),175
April 2016,London,Aged 16-24,18065
April 2016,London,Aged 25-49,64455
April 2016,London,Aged 50+,29445
April 2016,South East,Age unknown (clerical claims),60
April 2016,South East,Aged 16-24,12345
April 2016,South East,Aged 25-49,32840
April 2016,South East,Aged 50+,16275
April 2016,South West,Age unknown (clerical claims),30
April 2016,South West,Aged 16-24,9445
April 2016,South West,Aged 25-49,21805
April 2016,South West,Aged 50+,10345
April 2016,Wales,Age unknown (clerical claims),80
April 2016,Wales,Aged 16-24,11270
April 2016,Wales,Aged 25-49,23620
April 2016,Wales,Aged 50+,9920
April 2016,Scotland,Age unknown (clerical claims),180
April 2016,Scotland,Aged 16-24,17785
April 2016,Scotland,Aged 25-49,43130
April 2016,Scotland,Aged 50+,18300
May 2016,North East,Age unknown (clerical claims),40
May 2016,North East,Aged 16-24,11320
May 2016,North East,Aged 25-49,26600
May 2016,North East,Aged 50+,11770
May 2016,North West,Age unknown (clerical claims),45
May 2016,North West,Aged 16-24,24910
May 2016,North West,Aged 25-49,59350
May 2016,North West,Aged 50+,22600
May 2016,Yorkshire and The Humber,Age unknown (clerical claims),50
May 2016,Yorkshire and The Humber,Aged 16-24,17010
May 2016,Yorkshire and The Humber,Aged 25-49,41830
May 2016,Yorkshire and The Humber,Aged 50+,16775
May 2016,East Midlands,Age unknown (clerical claims),55
May 2016,East Midlands,Aged 16-24,10700
May 2016,East Midlands,Aged 25-49,25390
May 2016,East Midlands,Aged 50+,10735
May 2016,West Midlands,Age unknown (clerical claims),15
May 2016,West Midlands,Aged 16-24,18055
May 2016,West Midlands,Aged 25-49,46525
May 2016,West Midlands,Aged 50+,18460
May 2016,East,Age unknown (clerical claims),25
May 2016,East,Aged 16-24,10185
May 2016,East,Aged 25-49,25550
May 2016,East,Aged 50+,12025
May 2016,London,Age unknown (clerical claims),200
May 2016,London,Aged 16-24,17635
May 2016,London,Aged 25-49,63950
May 2016,London,Aged 50+,29415
May 2016,South East,Age unknown (clerical claims),50
May 2016,South East,Aged 16-24,12005
May 2016,South East,Aged 25-49,32070
May 2016,South East,Aged 50+,16235
May 2016,South West,Age unknown (clerical claims),10
May 2016,South West,Aged 16-24,9005
May 2016,South West,Aged 25-49,21280
May 2016,South West,Aged 50+,10095
May 2016,Wales,Age unknown (clerical claims),55
May 2016,Wales,Aged 16-24,10765
May 2016,Wales,Aged 25-49,23270
May 2016,Wales,Aged 50+,9670
May 2016,Scotland,Age unknown (clerical claims),165
May 2016,Scotland,Aged 16-24,17410
May 2016,Scotland,Aged 25-49,42620
May 2016,Scotland,Aged 50+,18005
June 2016,North East,Age unknown (clerical claims),40
June 2016,North East,Aged 16-24,11125
June 2016,North East,Aged 25-49,26125
June 2016,North East,Aged 50+,11745
June 2016,North West,Age unknown (clerical claims),45
June 2016,North West,Aged 16-24,24025
June 2016,North West,Aged 25-49,58320
June 2016,North West,Aged 50+,22265
June 2016,Yorkshire and The Humber,Age unknown (clerical claims),55
June 2016,Yorkshire and The Humber,Aged 16-24,16545
June 2016,Yorkshire and The Humber,Aged 25-49,41120
June 2016,Yorkshire and The Humber,Aged 50+,16645
June 2016,East Midlands,Age unknown (clerical claims),50
June 2016,East Midlands,Aged 16-24,10405
June 2016,East Midlands,Aged 25-49,24780
June 2016,East Midlands,Aged 50+,10580
June 2016,West Midlands,Age unknown (clerical claims),10
June 2016,West Midlands,Aged 16-24,17740
June 2016,West Midlands,Aged 25-49,46055
June 2016,West Midlands,Aged 50+,18420
June 2016,East,Age unknown (clerical claims),20
June 2016,East,Aged 16-24,9865
June 2016,East,Aged 25-49,24755
June 2016,East,Aged 50+,11880
June 2016,London,Age unknown (clerical claims),180
June 2016,London,Aged 16-24,17325
June 2016,London,Aged 25-49,63115
June 2016,London,Aged 50+,29745
June 2016,South East,Age unknown (clerical claims),50
June 2016,South East,Aged 16-24,11640
June 2016,South East,Aged 25-49,31085
June 2016,South East,Aged 50+,15945
June 2016,South West,Age unknown (clerical claims),40
June 2016,South West,Aged 16-24,8550
June 2016,South West,Aged 25-49,20560
June 2016,South West,Aged 50+,9900
June 2016,Wales,Age unknown (clerical claims),80
June 2016,Wales,Aged 16-24,10440
June 2016,Wales,Aged 25-49,22590
June 2016,Wales,Aged 50+,9590
June 2016,Scotland,Age unknown (clerical claims),185
June 2016,Scotland,Aged 16-24,17615
June 2016,Scotland,Aged 25-49,42435
June 2016,Scotland,Aged 50+,17980
July 2016,North East,Age unknown (clerical claims),40
July 2016,North East,Aged 16-24,11250
July 2016,North East,Aged 25-49,25810
July 2016,North East,Aged 50+,11715
July 2016,North West,Age unknown (clerical claims),40
July 2016,North West,Aged 16-24,24105
July 2016,North West,Aged 25-49,57570
July 2016,North West,Aged 50+,21980
July 2016,Yorkshire and The Humber,Age unknown (clerical claims),45
July 2016,Yorkshire and The Humber,Aged 16-24,16695
July 2016,Yorkshire and The Humber,Aged 25-49,40480
July 2016,Yorkshire and The Humber,Aged 50+,16585
July 2016,East Midlands,Age unknown (clerical claims),50
July 2016,East Midlands,Aged 16-24,10445
July 2016,East Midlands,Aged 25-49,24130
July 2016,East Midlands,Aged 50+,10315
July 2016,West Midlands,Age unknown (clerical claims),35
July 2016,West Midlands,Aged 16-24,18005
July 2016,West Midlands,Aged 25-49,45880
July 2016,West Midlands,Aged 50+,18410
July 2016,East,Age unknown (clerical claims),30
July 2016,East,Aged 16-24,9930
July 2016,East,Aged 25-49,24335
July 2016,East,Aged 50+,11735
July 2016,London,Age unknown (clerical claims),125
July 2016,London,Aged 16-24,17845
July 2016,London,Aged 25-49,62820
July 2016,London,Aged 50+,29995
July 2016,South East,Age unknown (clerical claims),40
July 2016,South East,Aged 16-24,11610
July 2016,South East,Aged 25-49,30730
July 2016,South East,Aged 50+,15905
July 2016,South West,Age unknown (clerical claims),35
July 2016,South West,Aged 16-24,8515
July 2016,South West,Aged 25-49,20435
July 2016,South West,Aged 50+,9845
July 2016,Wales,Age unknown (clerical claims),75
July 2016,Wales,Aged 16-24,10610
July 2016,Wales,Aged 25-49,22390
July 2016,Wales,Aged 50+,9405
July 2016,Scotland,Age unknown (clerical claims),175
July 2016,Scotland,Aged 16-24,19135
July 2016,Scotland,Aged 25-49,42800
July 2016,Scotland,Aged 50+,17675
August 2016,North East,Age unknown (clerical claims),55
August 2016,North East,Aged 16-24,11570
August 2016,North East,Aged 25-49,25835
August 2016,North East,Aged 50+,11870
August 2016,North West,Age unknown (clerical claims),35
August 2016,North West,Aged 16-24,24535
August 2016,North West,Aged 25-49,57945
August 2016,North West,Aged 50+,22160
August 2016,Yorkshire and The Humber,Age unknown (clerical claims),50
August 2016,Yorkshire and The Humber,Aged 16-24,17345
August 2016,Yorkshire and The Humber,Aged 25-49,40560
August 2016,Yorkshire and The Humber,Aged 50+,16700
August 2016,East Midlands,Age unknown (clerical claims),50
August 2016,East Midlands,Aged 16-24,10825
August 2016,East Midlands,Aged 25-49,23900
August 2016,East Midlands,Aged 50+,10310
August 2016,West Midlands,Age unknown (clerical claims),30
August 2016,West Midlands,Aged 16-24,18790
August 2016,West Midlands,Aged 25-49,46045
August 2016,West Midlands,Aged 50+,18685
August 2016,East,Age unknown (clerical claims),20
August 2016,East,Aged 16-24,10185
August 2016,East,Aged 25-49,24350
August 2016,East,Aged 50+,11805
August 2016,London,Age unknown (clerical claims),150
August 2016,London,Aged 16-24,18660
August 2016,London,Aged 25-49,62465
August 2016,London,Aged 50+,30355
August 2016,South East,Age unknown (clerical claims),45
August 2016,South East,Aged 16-24,12065
August 2016,South East,Aged 25-49,30980
August 2016,South East,Aged 50+,16065
August 2016,South West,Age unknown (clerical claims),45
August 2016,South West,Aged 16-24,8755
August 2016,South West,Aged 25-49,20325
August 2016,South West,Aged 50+,9875
August 2016,Wales,Age unknown (clerical claims),90
August 2016,Wales,Aged 16-24,11050
August 2016,Wales,Aged 25-49,22345
August 2016,Wales,Aged 50+,9475
August 2016,Scotland,Age unknown (clerical claims),170
August 2016,Scotland,Aged 16-24,19660
August 2016,Scotland,Aged 25-49,43265
August 2016,Scotland,Aged 50+,17890
September 2016,North East,Age unknown (clerical claims),55
September 2016,North East,Aged 16-24,11785
September 2016,North East,Aged 25-49,25700
September 2016,North East,Aged 50+,11860
September 2016,North West,Age unknown (clerical claims),30
September 2016,North West,Aged 16-24,24630
September 2016,North West,Aged 25-49,57525
September 2016,North West,Aged 50+,22045
September 2016,Yorkshire and The Humber,Age unknown (clerical claims),35
September 2016,Yorkshire and The Humber,Aged 16-24,17535
September 2016,Yorkshire and The Humber,Aged 25-49,40255
September 2016,Yorkshire and The Humber,Aged 50+,16600
September 2016,East Midlands,Age unknown (clerical claims),30
September 2016,East Midlands,Aged 16-24,10900
September 2016,East Midlands,Aged 25-49,23240
September 2016,East Midlands,Aged 50+,10015
September 2016,West Midlands,Age unknown (clerical claims),30
September 2016,West Midlands,Aged 16-24,19055
September 2016,West Midlands,Aged 25-49,45850
September 2016,West Midlands,Aged 50+,18655
September 2016,East,Age unknown (clerical claims),20
September 2016,East,Aged 16-24,10150
September 2016,East,Aged 25-49,24145
September 2016,East,Aged 50+,11645
September 2016,London,Age unknown (clerical claims),170
September 2016,London,Aged 16-24,19025
September 2016,London,Aged 25-49,62325
September 2016,London,Aged 50+,30580
September 2016,South East,Age unknown (clerical claims),45
September 2016,South East,Aged 16-24,12360
September 2016,South East,Aged 25-49,30960
September 2016,South East,Aged 50+,16015
September 2016,South West,Age unknown (clerical claims),45
September 2016,South West,Aged 16-24,8745
September 2016,South West,Aged 25-49,20205
September 2016,South West,Aged 50+,9955
September 2016,Wales,Age unknown (clerical claims),75
September 2016,Wales,Aged 16-24,10910
September 2016,Wales,Aged 25-49,21980
September 2016,Wales,Aged 50+,9360
September 2016,Scotland,Age unknown (clerical claims),180
September 2016,Scotland,Aged 16-24,18740
September 2016,Scotland,Aged 25-49,41105
September 2016,Scotland,Aged 50+,17475
October 2016,North East,Age unknown (clerical claims),55
October 2016,North East,Aged 16-24,12335
October 2016,North East,Aged 25-49,25705
October 2016,North East,Aged 50+,12040
October 2016,North West,Age unknown (clerical claims),30
October 2016,North West,Aged 16-24,24605
October 2016,North West,Aged 25-49,56770
October 2016,North West,Aged 50+,22050
October 2016,Yorkshire and The Humber,Age unknown (clerical claims),35
October 2016,Yorkshire and The Humber,Aged 16-24,17685
October 2016,Yorkshire and The Humber,Aged 25-49,39525
October 2016,Yorkshire and The Humber,Aged 50+,16595
October 2016,East Midlands,Age unknown (clerical claims),20
October 2016,East Midlands,Aged 16-24,10750
October 2016,East Midlands,Aged 25-49,22300
October 2016,East Midlands,Aged 50+,9840
October 2016,West Midlands,Age unknown (clerical claims),30
October 2016,West Midlands,Aged 16-24,19340
October 2016,West Midlands,Aged 25-49,45225
October 2016,West Midlands,Aged 50+,18720
October 2016,East,Age unknown (clerical claims),5
October 2016,East,Aged 16-24,10325
October 2016,East,Aged 25-49,23895
October 2016,East,Aged 50+,11710
October 2016,London,Age unknown (clerical claims),165
October 2016,London,Aged 16-24,19445
October 2016,London,Aged 25-49,62335
October 2016,London,Aged 50+,31085
October 2016,South East,Age unknown (clerical claims),45
October 2016,South East,Aged 16-24,12785
October 2016,South East,Aged 25-49,30890
October 2016,South East,Aged 50+,16130
October 2016,South West,Age unknown (clerical claims),45
October 2016,South West,Aged 16-24,9000
October 2016,South West,Aged 25-49,20390
October 2016,South West,Aged 50+,10375
October 2016,Wales,Age unknown (clerical claims),45
October 2016,Wales,Aged 16-24,10845
October 2016,Wales,Aged 25-49,21210
October 2016,Wales,Aged 50+,9245
October 2016,Scotland,Age unknown (clerical claims),165
October 2016,Scotland,Aged 16-24,18045
October 2016,Scotland,Aged 25-49,40070
October 2016,Scotland,Aged 50+,17730
November 2016,North East,Age unknown (clerical claims),30
November 2016,North East,Aged 16-24,12190
November 2016,North East,Aged 25-49,25965
November 2016,North East,Aged 50+,12240
November 2016,North West,Age unknown (clerical claims),35
November 2016,North West,Aged 16-24,23685
November 2016,North West,Aged 25-49,56090
November 2016,North West,Aged 50+,22175
November 2016,Yorkshire and The Humber,Age unknown (clerical claims),25
November 2016,Yorkshire and The Humber,Aged 16-24,16955
November 2016,Yorkshire and The Humber,Aged 25-49,39025
November 2016,Yorkshire and The Humber,Aged 50+,16530
November 2016,East Midlands,Age unknown (clerical claims),15
November 2016,East Midlands,Aged 16-24,10335
November 2016,East Midlands,Aged 25-49,21895
November 2016,East Midlands,Aged 50+,9910
November 2016,West Midlands,Age unknown (clerical claims),25
November 2016,West Midlands,Aged 16-24,18705
November 2016,West Midlands,Aged 25-49,44295
November 2016,West Midlands,Aged 50+,18555
November 2016,East,Age unknown (clerical claims),5
November 2016,East,Aged 16-24,10045
November 2016,East,Aged 25-49,23735
November 2016,East,Aged 50+,11730
November 2016,London,Age unknown (clerical claims),170
November 2016,London,Aged 16-24,19095
November 2016,London,Aged 25-49,62250
November 2016,London,Aged 50+,31310
November 2016,South East,Age unknown (clerical claims),45
November 2016,South East,Aged 16-24,12565
November 2016,South East,Aged 25-49,30820
November 2016,South East,Aged 50+,16220
November 2016,South West,Age unknown (clerical claims),25
November 2016,South West,Aged 16-24,8995
November 2016,South West,Aged 25-49,20580
November 2016,South West,Aged 50+,10480
November 2016,Wales,Age unknown (clerical claims),45
November 2016,Wales,Aged 16-24,10490
November 2016,Wales,Aged 25-49,20790
November 2016,Wales,Aged 50+,9155
November 2016,Scotland,Age unknown (clerical claims),130
November 2016,Scotland,Aged 16-24,17240
November 2016,Scotland,Aged 25-49,40060
November 2016,Scotland,Aged 50+,18075
December 2016,North East,Age unknown (clerical claims),30
December 2016,North East,Aged 16-24,11850
December 2016,North East,Aged 25-49,26195
December 2016,North East,Aged 50+,12540
December 2016,North West,Age unknown (clerical claims),40
December 2016,North West,Aged 16-24,22330
December 2016,North West,Aged 25-49,55710
December 2016,North West,Aged 50+,22410
December 2016,Yorkshire and The Humber,Age unknown (clerical claims),30
December 2016,Yorkshire and The Humber,Aged 16-24,16235
December 2016,Yorkshire and The Humber,Aged 25-49,38665
December 2016,Yorkshire and The Humber,Aged 50+,16700
December 2016,East Midlands,Age unknown (clerical claims),15
December 2016,East Midlands,Aged 16-24,9700
December 2016,East Midlands,Aged 25-49,21645
December 2016,East Midlands,Aged 50+,10050
December 2016,West Midlands,Age unknown (clerical claims),20
December 2016,West Midlands,Aged 16-24,17675
December 2016,West Midlands,Aged 25-49,43775
December 2016,West Midlands,Aged 50+,18580
December 2016,East,Age unknown (clerical claims),5
December 2016,East,Aged 16-24,9640
December 2016,East,Aged 25-49,24135
December 2016,East,Aged 50+,12150
December 2016,London,Age unknown (clerical claims),165
December 2016,London,Aged 16-24,18200
December 2016,London,Aged 25-49,61545
December 2016,London,Aged 50+,31530
December 2016,South East,Age unknown (clerical claims),55
December 2016,South East,Aged 16-24,12110
December 2016,South East,Aged 25-49,30675
December 2016,South East,Aged 50+,16290
December 2016,South West,Age unknown (clerical claims),45
December 2016,South West,Aged 16-24,8700
December 2016,South West,Aged 25-49,20750
December 2016,South West,Aged 50+,10725
December 2016,Wales,Age unknown (clerical claims),40
December 2016,Wales,Aged 16-24,9920
December 2016,Wales,Aged 25-49,20525
December 2016,Wales,Aged 50+,9110
December 2016,Scotland,Age unknown (clerical claims),105
December 2016,Scotland,Aged 16-24,16415
December 2016,Scotland,Aged 25-49,39910
December 2016,Scotland,Aged 50+,18485
January 2017,North East,Age unknown (clerical claims),35
January 2017,North East,Aged 16-24,11585
January 2017,North East,Aged 25-49,27375
January 2017,North East,Aged 50+,13140
January 2017,North West,Age unknown (clerical claims),45
January 2017,North West,Aged 16-24,21560
January 2017,North West,Aged 25-49,57085
January 2017,North West,Aged 50+,23350
January 2017,Yorkshire and The Humber,Age unknown (clerical claims),35
January 2017,Yorkshire and The Humber,Aged 16-24,16335
January 2017,Yorkshire and The Humber,Aged 25-49,40740
January 2017,Yorkshire and The Humber,Aged 50+,17490
January 2017,East Midlands,Age unknown (clerical claims),15
January 2017,East Midlands,Aged 16-24,9710
January 2017,East Midlands,Aged 25-49,22915
January 2017,East Midlands,Aged 50+,10695
January 2017,West Midlands,Age unknown (clerical claims),20
January 2017,West Midlands,Aged 16-24,17325
January 2017,West Midlands,Aged 25-49,45635
January 2017,West Midlands,Aged 50+,19440
January 2017,East,Age unknown (clerical claims),10
January 2017,East,Aged 16-24,9675
January 2017,East,Aged 25-49,25355
January 2017,East,Aged 50+,12960
January 2017,London,Age unknown (clerical claims),165
January 2017,London,Aged 16-24,17290
January 2017,London,Aged 25-49,62305
January 2017,London,Aged 50+,32330
January 2017,South East,Age unknown (clerical claims),65
January 2017,South East,Aged 16-24,11780
January 2017,South East,Aged 25-49,32025
January 2017,South East,Aged 50+,17070
January 2017,South West,Age unknown (clerical claims),50
January 2017,South West,Aged 16-24,8695
January 2017,South West,Aged 25-49,21800
January 2017,South West,Aged 50+,11345
January 2017,Wales,Age unknown (clerical claims),40
January 2017,Wales,Aged 16-24,9830
January 2017,Wales,Aged 25-49,21435
January 2017,Wales,Aged 50+,9495
January 2017,Scotland,Age unknown (clerical claims),125
January 2017,Scotland,Aged 16-24,16205
January 2017,Scotland,Aged 25-49,42325
January 2017,Scotland,Aged 50+,19525
February 2017,North East,Age unknown (clerical claims),30
February 2017,North East,Aged 16-24,11845
February 2017,North East,Aged 25-49,28080
February 2017,North East,Aged 50+,13315
February 2017,North West,Age unknown (clerical claims),40
February 2017,North West,Aged 16-24,22600
February 2017,North West,Aged 25-49,59325
February 2017,North West,Aged 50+,24285
February 2017,Yorkshire and The Humber,Age unknown (clerical claims),25
February 2017,Yorkshire and The Humber,Aged 16-24,17170
February 2017,Yorkshire and The Humber,Aged 25-49,42425
February 2017,Yorkshire and The Humber,Aged 50+,18000
February 2017,East Midlands,Age unknown (clerical claims),25
February 2017,East Midlands,Aged 16-24,10325
February 2017,East Midlands,Aged 25-49,24150
February 2017,East Midlands,Aged 50+,11100
February 2017,West Midlands,Age unknown (clerical claims),15
February 2017,West Midlands,Aged 16-24,18150
February 2017,West Midlands,Aged 25-49,47270
February 2017,West Midlands,Aged 50+,20095
February 2017,East,Age unknown (clerical claims),15
February 2017,East,Aged 16-24,10295
February 2017,East,Aged 25-49,26465
February 2017,East,Aged 50+,13420
February 2017,London,Age unknown (clerical claims),95
February 2017,London,Aged 16-24,17795
February 2017,London,Aged 25-49,64270
February 2017,London,Aged 50+,33180
February 2017,South East,Age unknown (clerical claims),60
February 2017,South East,Aged 16-24,12350
February 2017,South East,Aged 25-49,33510
February 2017,South East,Aged 50+,17750
February 2017,South West,Age unknown (clerical claims),45
February 2017,South West,Aged 16-24,9240
February 2017,South West,Aged 25-49,23005
February 2017,South West,Aged 50+,11785
February 2017,Wales,Age unknown (clerical claims),40
February 2017,Wales,Aged 16-24,10400
February 2017,Wales,Aged 25-49,22165
February 2017,Wales,Aged 50+,9635
February 2017,Scotland,Age unknown (clerical claims),160
February 2017,Scotland,Aged 16-24,17350
February 2017,Scotland,Aged 25-49,44015
February 2017,Scotland,Aged 50+,20195
March 2017,North East,Age unknown (clerical claims),25
March 2017,North East,Aged 16-24,12285
March 2017,North East,Aged 25-49,28105
March 2017,North East,Aged 50+,13195
March 2017,North West,Age unknown (clerical claims),45
March 2017,North West,Aged 16-24,23765
March 2017,North West,Aged 25-49,61050
March 2017,North West,Aged 50+,24920
March 2017,Yorkshire and The Humber,Age unknown (clerical claims),30
March 2017,Yorkshire and The Humber,Aged 16-24,17855
March 2017,Yorkshire and The Humber,Aged 25-49,42990
March 2017,Yorkshire and The Humber,Aged 50+,17990
March 2017,East Midlands,Age unknown (clerical claims),15
March 2017,East Midlands,Aged 16-24,10890
March 2017,East Midlands,Aged 25-49,24740
March 2017,East Midlands,Aged 50+,11320
March 2017,West Midlands,Age unknown (clerical claims),15
March 2017,West Midlands,Aged 16-24,19035
March 2017,West Midlands,Aged 25-49,48260
March 2017,West Midlands,Aged 50+,20405
March 2017,East,Age unknown (clerical claims),10
March 2017,East,Aged 16-24,10845
March 2017,East,Aged 25-49,26740
March 2017,East,Aged 50+,13565
March 2017,London,Age unknown (clerical claims),125
March 2017,London,Aged 16-24,18455
March 2017,London,Aged 25-49,65820
March 2017,London,Aged 50+,33885
March 2017,South East,Age unknown (clerical claims),55
March 2017,South East,Aged 16-24,12935
March 2017,South East,Aged 25-49,34205
March 2017,South East,Aged 50+,18130
March 2017,South West,Age unknown (clerical claims),45
March 2017,South West,Aged 16-24,9730
March 2017,South West,Aged 25-49,23540
March 2017,South West,Aged 50+,12040
March 2017,Wales,Age unknown (clerical claims),45
March 2017,Wales,Aged 16-24,10890
March 2017,Wales,Aged 25-49,22220
March 2017,Wales,Aged 50+,9670
March 2017,Scotland,Age unknown (clerical claims),105
March 2017,Scotland,Aged 16-24,18295
March 2017,Scotland,Aged 25-49,44795
March 2017,Scotland,Aged 50+,20400
April 2017,North East,Age unknown (clerical claims),20
April 2017,North East,Aged 16-24,12320
April 2017,North East,Aged 25-49,27890
April 2017,North East,Aged 50+,13175
April 2017,North West,Age unknown (clerical claims),40
April 2017,North West,Aged 16-24,23855
April 2017,North West,Aged 25-49,62765
April 2017,North West,Aged 50+,25200
April 2017,Yorkshire and The Humber,Age unknown (clerical claims),20
April 2017,Yorkshire and The Humber,Aged 16-24,17670
April 2017,Yorkshire and The Humber,Aged 25-49,42535
April 2017,Yorkshire and The Humber,Aged 50+,18100
April 2017,East Midlands,Age unknown (clerical claims),15
April 2017,East Midlands,Aged 16-24,10795
April 2017,East Midlands,Aged 25-49,24790
April 2017,East Midlands,Aged 50+,11565
April 2017,West Midlands,Age unknown (clerical claims),15
April 2017,West Midlands,Aged 16-24,18985
April 2017,West Midlands,Aged 25-49,48835
April 2017,West Midlands,Aged 50+,20815
April 2017,East,Age unknown (clerical claims),10
April 2017,East,Aged 16-24,10660
April 2017,East,Aged 25-49,26815
April 2017,East,Aged 50+,13740
April 2017,London,Age unknown (clerical claims),125
April 2017,London,Aged 16-24,18865
April 2017,London,Aged 25-49,67185
April 2017,London,Aged 50+,34980
April 2017,South East,Age unknown (clerical claims),55
April 2017,South East,Aged 16-24,12885
April 2017,South East,Aged 25-49,34035
April 2017,South East,Aged 50+,18410
April 2017,South West,Age unknown (clerical claims),45
April 2017,South West,Aged 16-24,9650
April 2017,South West,Aged 25-49,23765
April 2017,South West,Aged 50+,12160
April 2017,Wales,Age unknown (clerical claims),50
April 2017,Wales,Aged 16-24,10630
April 2017,Wales,Aged 25-49,21880
April 2017,Wales,Aged 50+,9670
April 2017,Scotland,Age unknown (clerical claims),170
April 2017,Scotland,Aged 16-24,18165
April 2017,Scotland,Aged 25-49,44695
April 2017,Scotland,Aged 50+,20515
May 2017,North East,Age unknown (clerical claims),25
May 2017,North East,Aged 16-24,11870
May 2017,North East,Aged 25-49,27770
May 2017,North East,Aged 50+,13105
May 2017,North West,Age unknown (clerical claims),40
May 2017,North West,Aged 16-24,23240
May 2017,North West,Aged 25-49,63185
May 2017,North West,Aged 50+,25100
May 2017,Yorkshire and The Humber,Age unknown (clerical claims),25
May 2017,Yorkshire and The Humber,Aged 16-24,17025
May 2017,Yorkshire and The Humber,Aged 25-49,41830
May 2017,Yorkshire and The Humber,Aged 50+,17955
May 2017,East Midlands,Age unknown (clerical claims),10
May 2017,East Midlands,Aged 16-24,10550
May 2017,East Midlands,Aged 25-49,24530
May 2017,East Midlands,Aged 50+,11595
May 2017,West Midlands,Age unknown (clerical claims),15
May 2017,West Midlands,Aged 16-24,18350
May 2017,West Midlands,Aged 25-49,48260
May 2017,West Midlands,Aged 50+,20680
May 2017,East,Age unknown (clerical claims),10
May 2017,East,Aged 16-24,10300
May 2017,East,Aged 25-49,26425
May 2017,East,Aged 50+,13625
May 2017,London,Age unknown (clerical claims),135
May 2017,London,Aged 16-24,18725
May 2017,London,Aged 25-49,68005
May 2017,London,Aged 50+,35220
May 2017,South East,Age unknown (clerical claims),55
May 2017,South East,Aged 16-24,12410
May 2017,South East,Aged 25-49,33755
May 2017,South East,Aged 50+,18410
May 2017,South West,Age unknown (clerical claims),45
May 2017,South West,Aged 16-24,9245
May 2017,South West,Aged 25-49,23285
May 2017,South West,Aged 50+,11935
May 2017,Wales,Age unknown (clerical claims),40
May 2017,Wales,Aged 16-24,10135
May 2017,Wales,Aged 25-49,21070
May 2017,Wales,Aged 50+,9360
May 2017,Scotland,Age unknown (clerical claims),155
May 2017,Scotland,Aged 16-24,17610
May 2017,Scotland,Aged 25-49,44050
